Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	Total_Depth	Methylated_Reads	Unmethylated_Reads	Methylation_Frequency	GC_Context_100bp	WGBS_Benchmark_Freq
T8	PentaD	chr21	43637879	10317	28	26	2	0.9286	0.36	1.0
T8	PentaD	chr21	43637916	10354	25	21	4	0.84	0.34	0.9282
T8	PentaD	chr21	43638021	10459	29	27	2	0.931	0.44	0.9071
T8	PentaD	chr21	43638181	10619	51	48	3	0.9412	0.51	0.8763
T8	PentaD	chr21	43638187	10625	60	42	18	0.7	0.54	0.8499
T8	PentaD	chr21	43638232	10670	115	70	45	0.6087	0.57	0.5504
T8	PentaD	chr21	43638255	10693	107	100	7	0.9346	0.49	0.8184
T8	PentaD	chr21	43638326	10764	107	94	13	0.8785	0.46	1.0
T8	PentaD	chr21	43638350	10788	114	96	18	0.8421	0.5	0.8366
T8	PentaD	chr21	43638408	10846	90	71	19	0.7889	0.5	0.8751
T8	PentaD	chr21	43638522	10960	15	12	3	0.8	0.23	0.7631
T8	PentaD	chr21	43638749	11187	27	18	9	0.6667	0.29	0.8351
T8	PentaD	chr21	43638820	11258	10	10	0	1.0	0.35	0.8046
T8	PentaD	chr21	43638915	11353	23	18	5	0.7826	0.35	0.6759
T8	PentaD	chr21	43639087	11525	15	11	4	0.7333	0.36	0.646
T8	PentaD	chr21	43639328	11766	21	15	6	0.7143	0.33	0.705
T8	PentaD	chr21	43639442	11880	18	11	7	0.6111	0.31	0.6984
T8	PentaD	chr21	43639491	11929	14	13	1	0.9286	0.27	0.7323
T8	PentaD	chr21	43639780	12218	20	16	4	0.8	0.35	0.7005
T8	PentaD	chr21	43639874	12312	22	16	6	0.7273	0.31	0.7147
T8	PentaD	chr21	43639977	12415	19	14	5	0.7368	0.37	0.6998
T8	PentaD	chr21	43640122	12560	28	25	3	0.8929	0.44	0.9305
T8	PentaD	chr21	43640317	12755	14	13	1	0.9286	0.41	0.873
T8	PentaD	chr21	43640334	12772	13	10	3	0.7692	0.35	0.9865
T8	PentaD	chr21	43640453	12891	15	12	3	0.8	0.49	0.8699
T8	PentaD	chr21	43640661	13099	17	17	0	1.0	0.37	0.9199
T8	PentaD	chr21	43640687	13125	28	27	1	0.9643	0.39	0.8725
T8	PentaD	chr21	43641078	13516	400	363	37	0.9075	0.5	0.8636
T8	PentaD	chr21	43641093	13531	366	238	128	0.6503	0.56	0.6767
T8	PentaD	chr21	43641117	13555	419	287	132	0.685	0.61	0.6635
T8	PentaD	chr21	43641137	13575	382	334	48	0.8743	0.51	0.8392
T8	PentaD	chr21	43641149	13587	421	413	8	0.981	0.5	1.0
T8	PentaD	chr21	43641189	13627	344	321	23	0.9331	0.44	0.8755
T8	PentaD	chr21	43641200	13638	361	315	46	0.8726	0.44	0.8832
T8	PentaD	chr21	43641220	13658	344	333	11	0.968	0.5	0.8304
T8	PentaD	chr21	43641241	13679	383	180	203	0.47	0.58	0.5396
T8	PentaD	chr21	43641278	13716	348	193	155	0.5546	0.57	0.565
T8	PentaD	chr21	43641288	13726	250	165	85	0.66	0.6	0.6872
T8	PentaD	chr21	43641290	13728	238	137	101	0.5756	0.6	0.4963
T8	PentaD	chr21	43641294	13732	230	125	105	0.5435	0.57	0.6008
T8	PentaD	chr21	43641361	13799	67	61	6	0.9104	0.49	0.9969
T8	PentaD	chr21	43641675	14113	202	162	40	0.802	0.48	0.6671
T8	PentaD	chr21	43641685	14123	358	308	50	0.8603	0.5	0.8193
T8	PentaD	chr21	43641768	14206	365	273	92	0.7479	0.48	0.8752
T8	PentaD	chr21	43641818	14256	344	281	63	0.8169	0.49	0.8323
T8	PentaD	chr21	43641894	14332	311	252	59	0.8103	0.44	0.785
T8	PentaD	chr21	43642277	14715	44	15	29	0.3409	0.55	0.2921
T8	PentaD	chr21	43642295	14733	37	10	27	0.2703	0.57	0.4845
T8	PentaD	chr21	43642412	14850	35	15	20	0.4286	0.38	0.5542
T8	PentaD	chr21	43642725	15163	28	23	5	0.8214	0.39	0.8224
T8	PentaD	chr21	43642830	15268	164	124	40	0.7561	0.44	0.7997
T8	PentaD	chr21	43642862	15300	159	120	39	0.7547	0.54	0.7325
T8	PentaD	chr21	43642868	15306	165	76	89	0.4606	0.58	0.5205
T8	PentaD	chr21	43642931	15369	46	17	29	0.3696	0.63	0.3877
T8	PentaD	chr21	43642943	15381	44	21	23	0.4773	0.6	0.4215
T8	PentaD	chr21	43642949	15387	25	11	14	0.44	0.61	0.6024
T8	PentaD	chr21	43642954	15392	44	13	31	0.2955	0.61	0.3585
T8	PentaD	chr21	43643277	15715	40	35	5	0.875	0.36	0.7727
T8	PentaD	chr21	43643289	15727	30	26	4	0.8667	0.4	0.7199
T8	PentaD	chr21	43643405	15843	15	14	1	0.9333	0.51	0.8231
T8	PentaD	chr21	43643537	15975	27	25	2	0.9259	0.51	1.0
T8	PentaD	chr21	43643677	16115	17	17	0	1.0	0.47	0.8805
T8	PentaD	chr21	43643680	16118	110	104	6	0.9455	0.48	0.8658
T8	PentaD	chr21	43643684	16122	193	174	19	0.9016	0.52	0.9977
T8	PentaD	chr21	43643696	16134	402	373	29	0.9279	0.54	0.9308
T8	PentaD	chr21	43643729	16167	394	220	174	0.5584	0.6	0.5995
T8	PentaD	chr21	43643754	16192	452	414	38	0.9159	0.52	0.8838
T8	PentaD	chr21	43643785	16223	412	374	38	0.9078	0.51	0.8933
T8	PentaD	chr21	43643814	16252	468	301	167	0.6432	0.55	0.5847
T8	PentaD	chr21	43643818	16256	441	433	8	0.9819	0.54	0.8514
T8	PentaD	chr21	43643826	16264	386	225	161	0.5829	0.56	0.7281
T8	PentaD	chr21	43643847	16285	441	265	176	0.6009	0.61	0.5551
T8	PentaD	chr21	43643871	16309	391	207	184	0.5294	0.65	0.5384
T8	PentaD	chr21	43643886	16324	427	241	186	0.5644	0.64	0.57
T8	PentaD	chr21	43643903	16341	440	266	174	0.6045	0.63	0.5427
T8	PentaD	chr21	43643933	16371	384	350	34	0.9115	0.46	0.9519
T9	ACKR1/CADM3	chr1	159199806	26	23	19	4	0.8261	0.547	0.8995
T9	ACKR1/CADM3	chr1	159199867	87	31	25	6	0.8065	0.52	0.7691
T9	ACKR1/CADM3	chr1	159199943	163	22	10	12	0.4545	0.57	0.4357
T9	ACKR1/CADM3	chr1	159200067	287	23	21	2	0.913	0.51	0.9444
T9	ACKR1/CADM3	chr1	159200094	314	22	20	2	0.9091	0.53	0.8593
T9	ACKR1/CADM3	chr1	159200129	349	18	18	0	1.0	0.54	0.8699
T9	ACKR1/CADM3	chr1	159200216	436	19	17	2	0.8947	0.44	0.9744
T9	ACKR1/CADM3	chr1	159200386	606	10	10	0	1.0	0.47	0.9799
T9	ACKR1/CADM3	chr1	159200464	684	18	18	0	1.0	0.51	0.8952
T9	ACKR1/CADM3	chr1	159200477	697	13	10	3	0.7692	0.52	0.8079
T9	ACKR1/CADM3	chr1	159200485	705	16	14	2	0.875	0.54	0.9302
T9	ACKR1/CADM3	chr1	159200505	725	23	12	11	0.5217	0.55	0.428
T9	ACKR1/CADM3	chr1	159200511	731	23	12	11	0.5217	0.55	0.587
T9	ACKR1/CADM3	chr1	159200656	876	20	18	2	0.9	0.41	0.8981
T9	ACKR1/CADM3	chr1	159200835	1055	26	14	12	0.5385	0.58	0.5694
T9	ACKR1/CADM3	chr1	159200838	1058	24	13	11	0.5417	0.57	0.6434
T9	ACKR1/CADM3	chr1	159200850	1070	22	16	6	0.7273	0.6	0.6569
T9	ACKR1/CADM3	chr1	159200852	1072	25	15	10	0.6	0.6	0.4995
T9	ACKR1/CADM3	chr1	159200858	1078	23	14	9	0.6087	0.59	0.5949
T9	ACKR1/CADM3	chr1	159200880	1100	26	16	10	0.6154	0.59	0.625
T9	ACKR1/CADM3	chr1	159200898	1118	27	14	13	0.5185	0.6	0.6837
T9	ACKR1/CADM3	chr1	159200926	1146	25	18	7	0.72	0.65	0.5472
T9	ACKR1/CADM3	chr1	159200943	1163	25	11	14	0.44	0.66	0.3649
T9	ACKR1/CADM3	chr1	159200977	1197	21	7	14	0.3333	0.74	0.2016
T9	ACKR1/CADM3	chr1	159200988	1208	22	11	11	0.5	0.73	0.3115
T9	ACKR1/CADM3	chr1	159201007	1227	19	5	14	0.2632	0.71	0.2325
T9	ACKR1/CADM3	chr1	159201015	1235	19	7	12	0.3684	0.68	0.1919
T9	ACKR1/CADM3	chr1	159201024	1244	17	5	12	0.2941	0.67	0.3003
T9	ACKR1/CADM3	chr1	159201076	1296	25	12	13	0.48	0.64	0.6456
T9	ACKR1/CADM3	chr1	159201088	1308	25	15	10	0.6	0.64	0.6057
T9	ACKR1/CADM3	chr1	159201114	1334	15	9	6	0.6	0.62	0.5121
T9	ACKR1/CADM3	chr1	159201147	1367	27	21	6	0.7778	0.53	0.9359
T9	ACKR1/CADM3	chr1	159201411	1631	17	8	9	0.4706	0.55	0.5603
T9	ACKR1/CADM3	chr1	159201423	1643	26	9	17	0.3462	0.56	0.3013
T9	ACKR1/CADM3	chr1	159201475	1695	23	10	13	0.4348	0.57	0.4571
T9	ACKR1/CADM3	chr1	159201538	1758	19	9	10	0.4737	0.56	0.4444
T9	ACKR1/CADM3	chr1	159201613	1833	16	5	11	0.3125	0.59	0.4522
T9	ACKR1/CADM3	chr1	159201615	1835	14	7	7	0.5	0.58	0.4524
T9	ACKR1/CADM3	chr1	159201682	1902	22	14	8	0.6364	0.54	0.6411
T9	ACKR1/CADM3	chr1	159201698	1918	24	13	11	0.5417	0.58	0.3694
T9	ACKR1/CADM3	chr1	159201857	2077	15	10	5	0.6667	0.59	0.4279
T9	ACKR1/CADM3	chr1	159201906	2126	25	16	9	0.64	0.62	0.4439
T9	ACKR1/CADM3	chr1	159201937	2157	23	7	16	0.3043	0.61	0.4106
T9	ACKR1/CADM3	chr1	159202134	2354	12	6	6	0.5	0.58	0.6125
T9	ACKR1/CADM3	chr1	159202300	2520	27	15	12	0.5556	0.56	0.3394
T9	ACKR1/CADM3	chr1	159202322	2542	19	17	2	0.8947	0.53	0.7153
T9	ACKR1/CADM3	chr1	159202460	2680	25	20	5	0.8	0.52	0.72
T9	ACKR1/CADM3	chr1	159202567	2787	24	6	18	0.25	0.57	0.3349
T9	ACKR1/CADM3	chr1	159202632	2852	16	7	9	0.4375	0.64	0.4777
T9	ACKR1/CADM3	chr1	159202660	2880	19	9	10	0.4737	0.65	0.3574
T9	ACKR1/CADM3	chr1	159202785	3005	23	12	11	0.5217	0.62	0.3699
T9	ACKR1/CADM3	chr1	159202830	3050	16	1	15	0.0625	0.67	0.2093
T9	ACKR1/CADM3	chr1	159202905	3125	21	17	4	0.8095	0.54	0.8237
T9	ACKR1/CADM3	chr1	159202978	3198	14	10	4	0.7143	0.54	0.7098
T9	ACKR1/CADM3	chr1	159203063	3283	22	11	11	0.5	0.56	0.5298
T9	ACKR1/CADM3	chr1	159203137	3357	25	24	1	0.96	0.51	0.9258
T9	ACKR1/CADM3	chr1	159203426	3646	19	11	8	0.5789	0.59	0.5584
T9	ACKR1/CADM3	chr1	159203429	3649	14	3	11	0.2143	0.59	0.556
T9	ACKR1/CADM3	chr1	159203560	3780	13	10	3	0.7692	0.52	0.9301
T9	ACKR1/CADM3	chr1	159203665	3885	20	20	0	1.0	0.48	1.0
T9	ACKR1/CADM3	chr1	159203692	3912	14	14	0	1.0	0.48	0.9798
T9	ACKR1/CADM3	chr1	159203737	3957	23	17	6	0.7391	0.55	0.588
T9	ACKR1/CADM3	chr1	159203750	3970	22	22	0	1.0	0.5	1.0
T9	ACKR1/CADM3	chr1	159203820	4040	25	22	3	0.88	0.54	0.9687
T9	ACKR1/CADM3	chr1	159203896	4116	23	10	13	0.4348	0.57	0.4522
T9	ACKR1/CADM3	chr1	159204211	4431	20	10	10	0.5	0.55	0.5976
T9	ACKR1/CADM3	chr1	159204286	4506	17	17	0	1.0	0.5	0.8008
T9	ACKR1/CADM3	chr1	159204333	4553	28	18	10	0.6429	0.51	0.7276
T9	ACKR1/CADM3	chr1	159204366	4586	26	21	5	0.8077	0.53	0.8746
T9	ACKR1/CADM3	chr1	159204372	4592	21	14	7	0.6667	0.53	0.648
T9	ACKR1/CADM3	chr1	159204494	4714	22	14	8	0.6364	0.56	0.5419
T9	ACKR1/CADM3	chr1	159204633	4853	21	16	5	0.7619	0.47	0.9388
T9	ACKR1/CADM3	chr1	159204690	4910	20	17	3	0.85	0.49	0.7951
T9	ACKR1/CADM3	chr1	159204820	5040	31	10	21	0.3226	0.65	0.3899
T9	ACKR1/CADM3	chr1	159204908	5128	25	8	17	0.32	0.58	0.3882
T9	ACKR1/CADM3	chr1	159204918	5138	17	6	11	0.3529	0.6	0.384
T9	ACKR1/CADM3	chr1	159204938	5158	12	3	9	0.25	0.59	0.4
T9	ACKR1/CADM3	chr1	159204953	5173	20	9	11	0.45	0.65	0.5523
T9	ACKR1/CADM3	chr1	159205284	5504	22	9	13	0.4091	0.63	0.2935
T9	ACKR1/CADM3	chr1	159205323	5543	25	11	14	0.44	0.58	0.4662
T9	ACKR1/CADM3	chr1	159205364	5584	22	11	11	0.5	0.61	0.4129
T9	ACKR1/CADM3	chr1	159205421	5641	24	11	13	0.4583	0.61	0.3396
T9	ACKR1/CADM3	chr1	159205462	5682	26	11	15	0.4231	0.55	0.2741
T9	ACKR1/CADM3	chr1	159205505	5725	12	9	3	0.75	0.5	0.6221
T9	ACKR1/CADM3	chr1	159205704	5924	23	10	13	0.4348	0.6	0.4276
T9	ACKR1/CADM3	chr1	159205781	6001	16	8	8	0.5	0.65	0.3886
T9	ACKR1/CADM3	chr1	159205809	6029	16	6	10	0.375	0.62	0.5113
T9	ACKR1/CADM3	chr1	159206041	6261	21	10	11	0.4762	0.58	0.4209
T9	ACKR1/CADM3	chr1	159206338	6558	25	15	10	0.6	0.63	0.5899
T9	ACKR1/CADM3	chr1	159206351	6571	25	16	9	0.64	0.65	0.5247
T9	ACKR1/CADM3	chr1	159206376	6596	19	10	9	0.5263	0.63	0.5858
T9	ACKR1/CADM3	chr1	159206502	6722	14	12	2	0.8571	0.46	0.9278
T9	ACKR1/CADM3	chr1	159206669	6889	16	16	0	1.0	0.51	0.9224
T9	ACKR1/CADM3	chr1	159207041	7261	18	18	0	1.0	0.51	1.0
T9	ACKR1/CADM3	chr1	159207045	7265	15	15	0	1.0	0.5	0.9241
T9	ACKR1/CADM3	chr1	159207082	7302	26	23	3	0.8846	0.39	0.9494
T9	ACKR1/CADM3	chr1	159207173	7393	16	15	1	0.9375	0.52	0.87
T9	ACKR1/CADM3	chr1	159207185	7405	17	8	9	0.4706	0.55	0.6776
T9	ACKR1/CADM3	chr1	159207260	7480	23	23	0	1.0	0.44	1.0
T9	ACKR1/CADM3	chr1	159207431	7651	12	12	0	1.0	0.41	0.9727
T9	ACKR1/CADM3	chr1	159207753	7973	22	18	4	0.8182	0.39	0.8356
T9	ACKR1/CADM3	chr1	159207865	8085	24	21	3	0.875	0.48	0.8469
T9	ACKR1/CADM3	chr1	159207871	8091	14	11	3	0.7857	0.49	0.7128
T9	ACKR1/CADM3	chr1	159207952	8172	17	9	8	0.5294	0.54	0.7065
T9	ACKR1/CADM3	chr1	159208018	8238	19	16	3	0.8421	0.54	0.7432
T9	ACKR1/CADM3	chr1	159208035	8255	17	9	8	0.5294	0.5	0.6172
T9	ACKR1/CADM3	chr1	159208049	8269	29	17	12	0.5862	0.48	0.6347
T9	ACKR1/CADM3	chr1	159208058	8278	25	18	7	0.72	0.46	0.7025
T9	ACKR1/CADM3	chr1	159208060	8280	12	8	4	0.6667	0.47	0.6886
T9	ACKR1/CADM3	chr1	159208184	8404	24	19	5	0.7917	0.46	0.8224
T9	ACKR1/CADM3	chr1	159208223	8443	24	16	8	0.6667	0.47	0.6511
T9	ACKR1/CADM3	chr1	159208318	8538	22	17	5	0.7727	0.51	0.6336
T9	ACKR1/CADM3	chr1	159208526	8746	19	9	10	0.4737	0.6	0.2565
T9	ACKR1/CADM3	chr1	159208573	8793	21	3	18	0.1429	0.66	0.1523
T9	ACKR1/CADM3	chr1	159208609	8829	29	13	16	0.4483	0.65	0.4801
T9	ACKR1/CADM3	chr1	159208692	8912	29	20	9	0.6897	0.53	0.6941
T9	ACKR1/CADM3	chr1	159209049	9269	29	18	11	0.6207	0.4	0.8012
T9	ACKR1/CADM3	chr1	159209225	9445	31	24	7	0.7742	0.4	0.8342
T9	ACKR1/CADM3	chr1	159209263	9483	31	19	12	0.6129	0.45	0.7586
T9	ACKR1/CADM3	chr1	159209297	9517	29	23	6	0.7931	0.42	0.7519
T9	ACKR1/CADM3	chr1	159209300	9520	8	5	3	0.625	0.43	0.7957
T9	ACKR1/CADM3	chr1	159209320	9540	30	24	6	0.8	0.43	0.753
T9	ACKR1/CADM3	chr1	159209354	9574	20	16	4	0.8	0.39	0.7292
T9	ACKR1/CADM3	chr1	159209360	9580	23	17	6	0.7391	0.38	0.798
T9	ACKR1/CADM3	chr1	159209494	9714	24	16	8	0.6667	0.42	0.7556
T9	ACKR1/CADM3	chr1	159209681	9901	978	546	432	0.5583	0.58	0.5464
T9	ACKR1/CADM3	chr1	159209752	9972	903	849	54	0.9402	0.53	0.8956
T9	ACKR1/CADM3	chr1	159209785	10005	525	475	50	0.9048	0.52	0.7659
T9	ACKR1/CADM3	chr1	159209819	10039	807	456	351	0.5651	0.56	0.4816
T9	ACKR1/CADM3	chr1	159209878	10098	708	452	256	0.6384	0.58	0.7051
T9	ACKR1/CADM3	chr1	159209888	10108	462	264	198	0.5714	0.56	0.5923
T9	ACKR1/CADM3	chr1	159209890	10110	339	218	121	0.6431	0.56	0.6349
T9	ACKR1/CADM3	chr1	159209894	10114	321	208	113	0.648	0.56	0.7215
T9	ACKR1/CADM3	chr1	159209897	10117	210	206	4	0.981	0.54	0.8749
T9	ACKR1/CADM3	chr1	159210158	10378	36	25	11	0.6944	0.55	0.6147
T9	ACKR1/CADM3	chr1	159210182	10402	31	16	15	0.5161	0.57	0.5451
T9	ACKR1/CADM3	chr1	159210188	10408	36	24	12	0.6667	0.57	0.6755
T9	ACKR1/CADM3	chr1	159210190	10410	36	19	17	0.5278	0.57	0.6898
T9	ACKR1/CADM3	chr1	159210212	10432	25	24	1	0.96	0.48	1.0
T9	ACKR1/CADM3	chr1	159210283	10503	30	27	3	0.9	0.33	0.7621
T9	ACKR1/CADM3	chr1	159210347	10567	22	21	1	0.9545	0.38	0.8258
T9	ACKR1/CADM3	chr1	159210462	10682	24	23	1	0.9583	0.4	0.9101
T9	ACKR1/CADM3	chr1	159210568	10788	21	19	2	0.9048	0.36	0.8902
T9	ACKR1/CADM3	chr1	159210624	10844	25	24	1	0.96	0.47	0.9079
T9	ACKR1/CADM3	chr1	159210674	10894	27	24	3	0.8889	0.46	1.0
T9	ACKR1/CADM3	chr1	159210793	11013	21	21	0	1.0	0.49	0.8729
T9	ACKR1/CADM3	chr1	159210905	11125	37	32	5	0.8649	0.4	0.8392
T9	ACKR1/CADM3	chr1	159210953	11173	24	20	4	0.8333	0.37	0.7891
T9	ACKR1/CADM3	chr1	159210980	11200	13	11	2	0.8462	0.35	0.8143
T9	ACKR1/CADM3	chr1	159211037	11257	23	16	7	0.6957	0.45	0.7041
T9	ACKR1/CADM3	chr1	159211273	11493	28	19	9	0.6786	0.49	0.6827
T9	ACKR1/CADM3	chr1	159211348	11568	35	32	3	0.9143	0.46	0.7735
T9	ACKR1/CADM3	chr1	159211389	11609	17	16	1	0.9412	0.46	0.6617
T9	ACKR1/CADM3	chr1	159211507	11727	25	19	6	0.76	0.5	0.7116
T9	ACKR1/CADM3	chr1	159211582	11802	40	31	9	0.775	0.49	0.7606
T9	ACKR1/CADM3	chr1	159211614	11834	38	27	11	0.7105	0.46	0.7793
T9	ACKR1/CADM3	chr1	159211684	11904	41	13	28	0.3171	0.57	0.313
T9	ACKR1/CADM3	chr1	159211717	11937	44	16	28	0.3636	0.58	0.3448
T9	ACKR1/CADM3	chr1	159211763	11983	36	30	6	0.8333	0.43	0.6865
T9	ACKR1/CADM3	chr1	159211948	12168	28	21	7	0.75	0.51	0.643
T9	ACKR1/CADM3	chr1	159212081	12301	33	28	5	0.8485	0.47	0.7247
T9	ACKR1/CADM3	chr1	159212091	12311	27	20	7	0.7407	0.45	0.5767
T9	ACKR1/CADM3	chr1	159212218	12438	10	9	1	0.9	0.536	0.6699
T10	ADH1B	chr4	99315099	327	24	20	4	0.8333	0.32	0.9792
T10	ADH1B	chr4	99315217	445	46	42	4	0.913	0.36	0.8888
T10	ADH1B	chr4	99315401	629	40	38	2	0.95	0.43	0.9851
T10	ADH1B	chr4	99315527	755	36	35	1	0.9722	0.47	0.9539
T10	ADH1B	chr4	99315605	833	43	43	0	1.0	0.39	0.9934
T10	ADH1B	chr4	99315703	931	28	25	3	0.8929	0.27	0.9379
T10	ADH1B	chr4	99315788	1016	45	42	3	0.9333	0.31	0.9528
T10	ADH1B	chr4	99315852	1080	46	45	1	0.9783	0.37	0.971
T10	ADH1B	chr4	99315906	1134	51	47	4	0.9216	0.47	0.9203
T10	ADH1B	chr4	99315931	1159	52	40	12	0.7692	0.53	0.83
T10	ADH1B	chr4	99315970	1198	34	34	0	1.0	0.53	0.9148
T10	ADH1B	chr4	99316012	1240	49	31	18	0.6327	0.57	0.5149
T10	ADH1B	chr4	99316103	1331	24	10	14	0.4167	0.6	0.5103
T10	ADH1B	chr4	99316241	1469	45	41	4	0.9111	0.44	0.8532
T10	ADH1B	chr4	99316286	1514	27	21	6	0.7778	0.4	0.7239
T10	ADH1B	chr4	99316513	1741	31	28	3	0.9032	0.36	0.85
T10	ADH1B	chr4	99316985	2213	31	19	12	0.6129	0.32	0.7387
T10	ADH1B	chr4	99317472	2700	38	29	9	0.7632	0.44	0.7656
T10	ADH1B	chr4	99317601	2829	45	34	11	0.7556	0.45	0.5988
T10	ADH1B	chr4	99317673	2901	37	31	6	0.8378	0.46	0.7336
T10	ADH1B	chr4	99317831	3059	26	21	5	0.8077	0.46	0.7929
T10	ADH1B	chr4	99317935	3163	14	6	8	0.4286	0.55	0.4754
T10	ADH1B	chr4	99317937	3165	12	10	2	0.8333	0.54	0.7535
T10	ADH1B	chr4	99317960	3188	24	21	3	0.875	0.54	0.7998
T10	ADH1B	chr4	99318019	3247	36	31	5	0.8611	0.51	0.842
T10	ADH1B	chr4	99318085	3313	34	22	12	0.6471	0.56	0.614
T10	ADH1B	chr4	99318091	3319	35	22	13	0.6286	0.56	0.5394
T10	ADH1B	chr4	99318148	3376	37	31	6	0.8378	0.5	0.7904
T10	ADH1B	chr4	99318451	3679	31	28	3	0.9032	0.26	0.9678
T10	ADH1B	chr4	99318792	4020	25	25	0	1.0	0.31	1.0
T10	ADH1B	chr4	99318976	4204	14	12	2	0.8571	0.39	0.8025
T10	ADH1B	chr4	99319186	4414	22	21	1	0.9545	0.37	0.9698
T10	ADH1B	chr4	99319201	4429	19	17	2	0.8947	0.39	0.9066
T10	ADH1B	chr4	99319365	4593	23	19	4	0.8261	0.37	0.9328
T10	ADH1B	chr4	99319576	4804	32	27	5	0.8438	0.39	0.8521
T10	ADH1B	chr4	99319606	4834	19	12	7	0.6316	0.43	0.644
T10	ADH1B	chr4	99319739	4967	29	19	10	0.6552	0.4	0.7309
T10	ADH1B	chr4	99319763	4991	20	19	1	0.95	0.35	0.8305
T10	ADH1B	chr4	99320099	5327	35	24	11	0.6857	0.35	0.5845
T10	ADH1B	chr4	99320336	5564	33	19	14	0.5758	0.38	0.7339
T10	ADH1B	chr4	99321334	6562	37	29	8	0.7838	0.41	0.7065
T10	ADH1B	chr4	99321467	6695	34	31	3	0.9118	0.39	1.0
T10	ADH1B	chr4	99321659	6887	35	32	3	0.9143	0.45	0.9987
T10	ADH1B	chr4	99321705	6933	36	32	4	0.8889	0.48	0.7878
T10	ADH1B	chr4	99321766	6994	19	18	1	0.9474	0.44	0.9911
T10	ADH1B	chr4	99321800	7028	28	27	1	0.9643	0.45	0.8351
T10	ADH1B	chr4	99322024	7252	20	18	2	0.9	0.54	0.948
T10	ADH1B	chr4	99322152	7380	39	34	5	0.8718	0.29	0.7986
T10	ADH1B	chr4	99322298	7526	25	22	3	0.88	0.41	1.0
T10	ADH1B	chr4	99322576	7804	34	31	3	0.9118	0.34	0.911
T10	ADH1B	chr4	99322795	8023	29	20	9	0.6897	0.43	0.6575
T10	ADH1B	chr4	99323020	8248	26	23	3	0.8846	0.545	0.8116
